product_id,order_date,quantity,total_amount,price,base_price,category,brand,order_region,customer_region,channel,segment,discount_pct,promotion_flag,purchase_frequency,margin_pct,popularity_score,order_month,order_weekday,is_weekend,lag_1_sales,lag_7_sales,rolling_avg_7,target_demand
P001,2025-08-26,1,653.11,653.11,760.0,Beauty,Lakme,South,South,Mobile App,Premium,15.0,1,2.21,0.268,0.0120057034220532,8,1,0,4.0,3.0,2.4285714285714284,1
P001,2025-08-28,2,1078.92,539.46,760.0,Beauty,Lakme,North,North,Web,Budget,30.0,1,1.25,0.268,0.0120057034220532,8,3,0,1.0,1.0,2.5714285714285716,2
P001,2025-08-30,1,649.1,649.1,760.0,Beauty,Lakme,North,North,Mobile App,Premium,15.0,1,5.15,0.268,0.0120057034220532,8,5,1,2.0,4.0,2.142857142857143,1
P001,2025-09-04,2,1373.94,686.97,760.0,Beauty,Lakme,West,West,Mobile App,Regular,10.0,0,1.23,0.268,0.0120057034220532,9,3,0,1.0,3.0,2.0,2
P001,2025-09-27,2,1218.52,609.26,760.0,Beauty,Lakme,East,East,Mobile App,Budget,20.0,1,1.13,0.268,0.0120057034220532,9,5,1,2.0,3.0,1.8571428571428572,2
P001,2025-10-01,3,3775.99,1564.565,760.0,Beauty,Lakme,West,West,Mobile App,Premium,15.0,1,5.005,0.268,0.0120057034220532,10,2,0,2.0,1.0,2.142857142857143,3
P001,2025-10-05,3,1713.3700000000001,548.33,760.0,Beauty,Lakme,South,South,Mobile App,Premium,27.5,1,5.65,0.268,0.0120057034220532,10,6,1,3.0,4.0,2.0,3
P001,2025-10-11,1,536.02,536.02,760.0,Beauty,Lakme,East,East,Mobile App,Loyal,30.0,1,3.29,0.268,0.0120057034220532,10,5,1,3.0,1.0,2.0,1
P001,2025-10-12,1,545.93,545.93,760.0,Beauty,Lakme,North,North,Mobile App,Regular,30.0,1,3.02,0.268,0.0120057034220532,10,6,1,1.0,2.0,1.8571428571428572,1
P001,2025-10-13,17,4758.62,448.655,760.0,Beauty,Lakme,North,North,Mobile App,Premium,40.0,1,3.42,0.268,0.0120057034220532,10,0,0,1.0,1.0,4.142857142857143,17
P001,2025-10-15,4,2654.52,663.63,760.0,Beauty,Lakme,North,North,Store,Regular,15.0,1,2.81,0.268,0.0120057034220532,10,2,0,17.0,2.0,4.428571428571429,4
P001,2025-10-27,1,679.0,679.0,760.0,Beauty,Lakme,North,North,Mobile App,Loyal,10.0,0,6.1,0.268,0.0120057034220532,10,0,0,4.0,2.0,4.285714285714286,1
P001,2025-11-02,2,1400.48,700.24,760.0,Beauty,Lakme,South,South,Web,Regular,10.0,0,2.91,0.268,0.0120057034220532,11,6,1,1.0,3.0,4.142857142857143,2
P001,2025-11-03,2,1387.0,693.5,760.0,Beauty,Lakme,East,East,Mobile App,Regular,10.0,0,1.33,0.268,0.0120057034220532,11,0,0,2.0,3.0,4.0,2
P001,2025-11-04,1,694.3,694.3,760.0,Beauty,Lakme,East,East,Store,Premium,10.0,0,4.84,0.268,0.0120057034220532,11,1,0,2.0,1.0,4.0,1
P001,2025-11-07,3,2081.91,693.97,760.0,Beauty,Lakme,North,North,Mobile App,Loyal,10.0,0,6.27,0.268,0.0120057034220532,11,4,0,1.0,1.0,4.285714285714286,3
P001,2025-11-18,1,673.67,673.67,760.0,Beauty,Lakme,East,East,Mobile App,Premium,10.0,0,4.64,0.268,0.0120057034220532,11,1,0,3.0,17.0,2.0,1
P001,2025-11-20,1,653.54,653.54,760.0,Beauty,Lakme,Central,Central,Web,Loyal,15.0,1,4.92,0.268,0.0120057034220532,11,3,0,1.0,4.0,1.5714285714285714,1
P001,2025-11-27,3,1699.08,566.36,760.0,Beauty,Lakme,West,West,Mobile App,Loyal,25.0,1,3.44,0.268,0.0120057034220532,11,3,0,1.0,1.0,1.8571428571428572,3
P001,2025-12-07,2,1374.42,687.21,760.0,Beauty,Lakme,Central,Central,Web,Loyal,10.0,0,4.91,0.268,0.0120057034220532,12,6,1,3.0,2.0,1.8571428571428572,2
P001,2025-12-20,2,1273.86,636.93,760.0,Beauty,Lakme,South,South,Mobile App,Regular,15.0,1,2.36,0.268,0.0120057034220532,12,5,1,2.0,2.0,1.8571428571428572,2
P001,2025-12-25,1,607.94,607.94,760.0,Beauty,Lakme,West,West,Mobile App,Budget,20.0,1,1.16,0.268,0.0120057034220532,12,3,0,2.0,1.0,1.8571428571428572,1
P001,2025-12-30,1,681.7,681.7,760.0,Beauty,Lakme,Central,Central,Mobile App,Premium,10.0,0,3.74,0.268,0.0120057034220532,12,1,0,1.0,3.0,1.5714285714285714,1
P002,2025-01-13,2,8846.06,4423.03,5640.0,Sports,Adidas,Central,Central,Mobile App,Premium,20.0,1,3.97,0.115,0.0084505703422053,1,0,0,0.0,0.0,2.0,2
P002,2025-01-19,1,4401.0,4401.0,5640.0,Sports,Adidas,South,South,Mobile App,Loyal,25.0,1,3.24,0.115,0.0084505703422053,1,6,1,2.0,0.0,1.5,1
P002,2025-01-25,4,20809.56,5202.39,5640.0,Sports,Adidas,South,South,Web,Regular,5.0,0,2.44,0.115,0.0084505703422053,1,5,1,1.0,0.0,2.3333333333333335,4
P002,2025-02-13,1,5554.02,5554.02,5640.0,Sports,Adidas,South,South,Mobile App,Loyal,0.0,0,6.87,0.115,0.0084505703422053,2,3,0,4.0,0.0,2.0,1
P002,2025-03-05,1,5314.36,5314.36,5640.0,Sports,Adidas,North,North,Web,Premium,5.0,0,4.4,0.115,0.0084505703422053,3,2,0,1.0,0.0,1.8,1
P002,2025-03-10,1,5331.73,5331.73,5640.0,Sports,Adidas,South,South,Mobile App,Premium,5.0,0,4.93,0.115,0.0084505703422053,3,0,0,1.0,0.0,1.6666666666666667,1
P002,2025-03-11,1,5668.64,5668.64,5640.0,Sports,Adidas,West,West,Mobile App,Premium,0.0,0,4.6,0.115,0.0084505703422053,3,1,0,1.0,0.0,1.5714285714285714,1
P002,2025-03-16,3,16779.33,5593.11,5640.0,Sports,Adidas,South,South,Mobile App,Loyal,0.0,0,5.43,0.115,0.0084505703422053,3,6,1,1.0,2.0,1.7142857142857142,3
P002,2025-04-03,2,11307.48,5653.74,5640.0,Sports,Adidas,East,East,Mobile App,Premium,0.0,0,3.6,0.115,0.0084505703422053,4,3,0,3.0,1.0,1.8571428571428572,2
P002,2025-04-14,2,8955.28,4477.64,5640.0,Sports,Adidas,Central,Central,Mobile App,Loyal,20.0,1,4.5,0.115,0.0084505703422053,4,0,0,2.0,4.0,1.5714285714285714,2
P002,2025-04-15,4,19110.44,4777.61,5640.0,Sports,Adidas,North,North,Mobile App,Premium,15.0,1,3.1,0.115,0.0084505703422053,4,1,0,2.0,1.0,2.0,4
P002,2025-04-16,15,33840.0,2256.0,5640.0,Sports,Adidas,North,North,Web,Premium,60.0,1,4.28,0.115,0.0084505703422053,4,2,0,4.0,1.0,4.0,15
P002,2025-05-03,4,19393.96,4848.49,5640.0,Sports,Adidas,Central,Central,Mobile App,Loyal,15.0,1,5.24,0.115,0.0084505703422053,5,5,1,15.0,1.0,4.428571428571429,4
P002,2025-05-07,4,18896.72,4724.18,5640.0,Sports,Adidas,West,West,Web,Premium,15.0,1,4.77,0.115,0.0084505703422053,5,2,0,4.0,1.0,4.857142857142857,4
P002,2025-05-18,4,19358.92,4839.73,5640.0,Sports,Adidas,North,North,Mobile App,Loyal,15.0,1,3.25,0.115,0.0084505703422053,5,6,1,4.0,3.0,5.0,4
P002,2025-05-23,2,9515.22,4757.61,5640.0,Sports,Adidas,South,South,Web,Regular,15.0,1,2.98,0.115,0.0084505703422053,5,4,0,4.0,2.0,5.0,2
P002,2025-06-05,20,267439.6,13371.98,5640.0,Sports,Adidas,West,West,Mobile App,Regular,10.0,0,2.88,0.115,0.0084505703422053,6,3,0,2.0,2.0,7.571428571428571,20
P002,2025-06-08,1,4117.82,4117.82,5640.0,Sports,Adidas,North,North,Mobile App,Premium,25.0,1,4.5,0.115,0.0084505703422053,6,6,1,20.0,4.0,7.142857142857143,1
P002,2025-06-14,2,10229.56,5114.78,5640.0,Sports,Adidas,West,West,Mobile App,Premium,10.0,0,4.6,0.115,0.0084505703422053,6,5,1,1.0,15.0,5.285714285714286,2
P002,2025-06-19,1,4786.76,4786.76,5640.0,Sports,Adidas,West,West,Web,Regular,15.0,1,2.56,0.115,0.0084505703422053,6,3,0,2.0,4.0,4.857142857142857,1
P002,2025-06-24,1,5075.42,5075.42,5640.0,Sports,Adidas,South,South,Web,Regular,10.0,0,2.98,0.115,0.0084505703422053,6,1,0,1.0,4.0,4.428571428571429,1
P002,2025-07-07,1,5870.16,5870.16,5640.0,Sports,Adidas,West,West,Web,Regular,0.0,0,1.79,0.115,0.0084505703422053,7,0,0,1.0,4.0,4.0,1
P002,2025-07-14,3,13682.58,4560.86,5640.0,Sports,Adidas,Central,Central,Mobile App,Loyal,20.0,1,4.12,0.115,0.0084505703422053,7,0,0,1.0,2.0,4.142857142857143,3
P002,2025-07-15,1,4717.49,4717.49,5640.0,Sports,Adidas,North,North,Web,Premium,15.0,1,4.38,0.115,0.0084505703422053,7,1,0,3.0,20.0,1.4285714285714286,1
P002,2025-07-18,4,16901.84,4225.46,5640.0,Sports,Adidas,Central,Central,Mobile App,Regular,25.0,1,3.18,0.115,0.0084505703422053,7,4,0,1.0,1.0,1.8571428571428572,4
P002,2025-07-29,4,16778.04,4194.51,5640.0,Sports,Adidas,North,North,Mobile App,Budget,25.0,1,0.75,0.115,0.0084505703422053,7,1,0,4.0,2.0,2.142857142857143,4
P002,2025-08-18,1,4265.07,4265.07,5640.0,Sports,Adidas,East,East,Web,Premium,25.0,1,4.84,0.115,0.0084505703422053,8,0,0,4.0,1.0,2.142857142857143,1
P002,2025-08-28,3,15042.39,5014.13,5640.0,Sports,Adidas,South,South,Mobile App,Premium,10.0,0,5.47,0.115,0.0084505703422053,8,3,0,1.0,1.0,2.4285714285714284,3
P002,2025-09-18,2,10033.72,5016.86,5640.0,Sports,Adidas,North,North,Store,Premium,10.0,0,3.45,0.115,0.0084505703422053,9,3,0,3.0,1.0,2.5714285714285716,2
P002,2025-09-20,5,24374.7,4874.94,5640.0,Sports,Adidas,East,East,Mobile App,Regular,15.0,1,1.5,0.115,0.0084505703422053,9,5,1,2.0,3.0,2.857142857142857,5
P002,2025-09-28,1,5412.14,5412.14,5640.0,Sports,Adidas,South,South,Mobile App,Budget,0.0,0,0.75,0.115,0.0084505703422053,9,6,1,5.0,1.0,2.857142857142857,1
P002,2025-10-03,1,5127.84,5127.84,5640.0,Sports,Adidas,Central,Central,Mobile App,Loyal,10.0,0,4.92,0.115,0.0084505703422053,10,4,0,1.0,4.0,2.4285714285714284,1
P002,2025-10-07,3,15616.62,5205.54,5640.0,Sports,Adidas,Central,Central,Web,Regular,10.0,0,2.8,0.115,0.0084505703422053,10,1,0,1.0,4.0,2.2857142857142856,3
P002,2025-10-21,1,5097.53,5097.53,5640.0,Sports,Adidas,South,South,Mobile App,Budget,10.0,0,1.16,0.115,0.0084505703422053,10,1,0,3.0,1.0,2.2857142857142856,1
P002,2025-10-28,1,3740.15,3740.15,5640.0,Sports,Adidas,South,South,Store,Loyal,35.0,1,5.93,0.115,0.0084505703422053,10,1,0,1.0,3.0,2.0,1
P002,2025-12-11,1,4618.25,4618.25,5640.0,Sports,Adidas,North,North,Mobile App,Loyal,20.0,1,4.54,0.115,0.0084505703422053,12,3,0,1.0,2.0,1.8571428571428572,1
P002,2025-12-18,1,4494.03,4494.03,5640.0,Sports,Adidas,North,North,Web,Loyal,20.0,1,4.12,0.115,0.0084505703422053,12,3,0,1.0,5.0,1.2857142857142858,1
P002,2025-12-26,4,22602.84,5650.71,5640.0,Sports,Adidas,North,North,Mobile App,Premium,0.0,0,3.91,0.115,0.0084505703422053,12,4,0,1.0,1.0,1.7142857142857142,4
P003,2025-01-01,2,397.44,198.72,200.0,Grocery,FreshKart,Central,Central,Mobile App,Premium,0.0,0,3.97,0.254,0.0120912547528517,1,2,0,0.0,0.0,2.0,2
P003,2025-01-06,25,4993.75,199.75,200.0,Grocery,FreshKart,West,West,Mobile App,Regular,0.0,0,1.28,0.254,0.0120912547528517,1,0,0,2.0,0.0,13.5,25
P003,2025-01-13,2,300.48,150.24,200.0,Grocery,FreshKart,West,West,Mobile App,Loyal,25.0,1,4.72,0.254,0.0120912547528517,1,0,0,25.0,0.0,9.666666666666666,2
P003,2025-01-21,3,579.51,193.17,200.0,Grocery,FreshKart,West,West,Web,Regular,5.0,0,1.75,0.254,0.0120912547528517,1,1,0,2.0,0.0,8.0,3
P003,2025-02-06,2,388.54,194.27,200.0,Grocery,FreshKart,North,North,Mobile App,Premium,0.0,0,5.21,0.254,0.0120912547528517,2,3,0,3.0,0.0,6.8,2
P003,2025-02-10,2,351.14,175.57,200.0,Grocery,FreshKart,Central,Central,Web,Premium,10.0,0,3.78,0.254,0.0120912547528517,2,0,0,2.0,0.0,6.0,2
P003,2025-02-25,1,173.1,173.1,200.0,Grocery,FreshKart,North,North,Mobile App,Loyal,10.0,0,6.27,0.254,0.0120912547528517,2,1,0,2.0,0.0,5.285714285714286,1
P003,2025-02-28,2,318.26,159.13,200.0,Grocery,FreshKart,East,East,Web,Premium,20.0,1,4.64,0.254,0.0120912547528517,2,4,0,1.0,2.0,5.285714285714286,2
P003,2025-03-01,3,590.1,196.7,200.0,Grocery,FreshKart,South,South,Mobile App,Premium,0.0,0,2.21,0.254,0.0120912547528517,3,5,1,2.0,25.0,2.142857142857143,3
P003,2025-03-05,3,601.77,200.59,200.0,Grocery,FreshKart,Central,Central,Mobile App,Loyal,0.0,0,6.67,0.254,0.0120912547528517,3,2,0,3.0,2.0,2.2857142857142856,3
P003,2025-03-08,2,379.66,189.83,200.0,Grocery,FreshKart,East,East,Mobile App,Budget,5.0,0,1.48,0.254,0.0120912547528517,3,5,1,3.0,3.0,2.142857142857143,2
P003,2025-03-13,2,1392.12,696.06,200.0,Grocery,FreshKart,North,North,Web,Premium,15.0,1,4.28,0.254,0.0120912547528517,3,3,0,2.0,2.0,2.142857142857143,2
P003,2025-03-15,2,359.74,179.87,200.0,Grocery,FreshKart,South,South,Mobile App,Regular,10.0,0,2.16,0.254,0.0120912547528517,3,5,1,2.0,2.0,2.142857142857143,2
P003,2025-03-31,2,312.08,156.04,200.0,Grocery,FreshKart,North,North,Mobile App,Loyal,20.0,1,4.54,0.254,0.0120912547528517,3,0,0,2.0,1.0,2.2857142857142856,2
P003,2025-04-01,1,159.74,159.74,200.0,Grocery,FreshKart,South,South,Mobile App,Premium,20.0,1,4.44,0.254,0.0120912547528517,4,1,0,2.0,2.0,2.142857142857143,1
P003,2025-04-06,3,550.95,183.65,200.0,Grocery,FreshKart,North,North,Web,Premium,10.0,0,2.32,0.254,0.0120912547528517,4,6,1,1.0,3.0,2.142857142857143,3
P003,2025-05-09,2,381.6,190.8,200.0,Grocery,FreshKart,East,East,Mobile App,Premium,5.0,0,4.84,0.254,0.0120912547528517,5,4,0,3.0,3.0,2.0,2
P003,2025-05-11,3,535.23,178.41,200.0,Grocery,FreshKart,East,East,Web,Loyal,10.0,0,3.8,0.254,0.0120912547528517,5,6,1,2.0,2.0,2.142857142857143,3
P003,2025-05-27,3,509.78,177.07,200.0,Grocery,FreshKart,North,North,Mobile App,Loyal,12.5,1,5.824999999999999,0.254,0.0120912547528517,5,1,0,3.0,2.0,2.2857142857142856,3
P003,2025-06-02,2,1710.78,855.39,200.0,Grocery,FreshKart,East,East,Mobile App,Premium,15.0,1,5.36,0.254,0.0120912547528517,6,0,0,3.0,2.0,2.2857142857142856,2
P003,2025-06-05,1,176.58,176.58,200.0,Grocery,FreshKart,West,West,Mobile App,Loyal,10.0,0,4.64,0.254,0.0120912547528517,6,3,0,2.0,2.0,2.142857142857143,1
P003,2025-06-09,1,205.05,205.05,200.0,Grocery,FreshKart,South,South,Mobile App,Premium,0.0,0,4.54,0.254,0.0120912547528517,6,0,0,1.0,1.0,2.142857142857143,1
P003,2025-06-11,2,357.1,178.55,200.0,Grocery,FreshKart,West,West,Store,Premium,10.0,0,5.03,0.254,0.0120912547528517,6,2,0,1.0,3.0,2.0,2
P003,2025-07-04,20,6879.0,343.95,200.0,Grocery,FreshKart,Central,Central,Mobile App,Regular,20.0,1,2.8,0.254,0.0120912547528517,7,4,0,2.0,2.0,4.571428571428571,20
P003,2025-07-06,2,330.82,165.41,200.0,Grocery,FreshKart,East,East,Store,Budget,20.0,1,1.42,0.254,0.0120912547528517,7,6,1,20.0,3.0,4.428571428571429,2
P003,2025-07-29,2,395.0,197.5,200.0,Grocery,FreshKart,South,South,Web,Loyal,0.0,0,5.43,0.254,0.0120912547528517,7,1,0,2.0,3.0,4.285714285714286,2
P003,2025-08-10,1,195.2,195.2,200.0,Grocery,FreshKart,North,North,Mobile App,Regular,0.0,0,1.56,0.254,0.0120912547528517,8,6,1,2.0,2.0,4.142857142857143,1
P003,2025-08-14,2,349.34,174.67,200.0,Grocery,FreshKart,North,North,Mobile App,Loyal,15.0,1,6.1,0.254,0.0120912547528517,8,3,0,1.0,1.0,4.285714285714286,2
P003,2025-08-16,3,549.39,183.13,200.0,Grocery,FreshKart,North,North,Mobile App,Premium,10.0,0,3.09,0.254,0.0120912547528517,8,5,1,2.0,1.0,4.571428571428571,3
P003,2025-08-20,1,192.98,192.98,200.0,Grocery,FreshKart,North,North,Mobile App,Budget,0.0,0,0.8,0.254,0.0120912547528517,8,2,0,3.0,2.0,4.428571428571429,1
P003,2025-08-22,1,172.87,172.87,200.0,Grocery,FreshKart,Central,Central,Mobile App,Loyal,15.0,1,4.5,0.254,0.0120912547528517,8,4,0,1.0,20.0,1.7142857142857142,1
P003,2025-08-26,2,325.01,162.505,200.0,Grocery,FreshKart,West,West,Web,Premium,17.5,1,4.095,0.254,0.0120912547528517,8,1,0,1.0,2.0,1.7142857142857142,2
P003,2025-09-10,2,385.98,192.99,200.0,Grocery,FreshKart,West,West,Mobile App,Regular,5.0,0,2.85,0.254,0.0120912547528517,9,2,0,2.0,2.0,1.7142857142857142,2
P003,2025-09-13,2,374.68,187.34,200.0,Grocery,FreshKart,West,West,Mobile App,Regular,5.0,0,3.12,0.254,0.0120912547528517,9,5,1,2.0,1.0,1.8571428571428572,2
P003,2025-09-14,2,397.55,198.775,200.0,Grocery,FreshKart,South,South,Web,Premium,2.5,0,4.585,0.254,0.0120912547528517,9,6,1,2.0,2.0,1.8571428571428572,2
P003,2025-09-15,5,949.13,186.7,200.0,Grocery,FreshKart,East,East,Store,Loyal,7.5,0,5.915,0.254,0.0120912547528517,9,0,0,2.0,3.0,2.142857142857143,5
P003,2025-09-23,1,169.07,169.07,200.0,Grocery,FreshKart,South,South,Web,Loyal,15.0,1,5.43,0.254,0.0120912547528517,9,1,0,5.0,1.0,2.142857142857143,1
P003,2025-09-25,1,200.68,200.68,200.0,Grocery,FreshKart,Central,Central,Mobile App,Regular,0.0,0,2.8,0.254,0.0120912547528517,9,3,0,1.0,1.0,2.142857142857143,1
P003,2025-09-28,1,152.55,152.55,200.0,Grocery,FreshKart,South,South,Mobile App,Premium,25.0,1,4.67,0.254,0.0120912547528517,9,6,1,1.0,2.0,2.0,1
P003,2025-10-02,4,600.13,159.66500000000002,200.0,Grocery,FreshKart,West,West,Mobile App,Loyal,20.0,1,5.54,0.254,0.0120912547528517,10,3,0,1.0,2.0,2.2857142857142856,4
P003,2025-10-06,1,178.36,178.36,200.0,Grocery,FreshKart,North,North,Mobile App,Premium,10.0,0,5.15,0.254,0.0120912547528517,10,0,0,4.0,2.0,2.142857142857143,1
P003,2025-10-10,3,379.41,126.47,200.0,Grocery,FreshKart,South,South,Mobile App,Regular,35.0,1,2.8,0.254,0.0120912547528517,10,4,0,1.0,2.0,2.2857142857142856,3
P003,2025-10-11,2,314.76,157.38,200.0,Grocery,FreshKart,West,West,Web,Premium,20.0,1,5.03,0.254,0.0120912547528517,10,5,1,3.0,5.0,1.8571428571428572,2
P003,2025-10-20,3,507.57,169.19,200.0,Grocery,FreshKart,North,North,Web,Premium,15.0,1,4.56,0.254,0.0120912547528517,10,0,0,2.0,1.0,2.142857142857143,3
P003,2025-10-22,1,168.87,168.87,200.0,Grocery,FreshKart,North,North,Web,Premium,15.0,1,4.38,0.254,0.0120912547528517,10,2,0,3.0,1.0,2.142857142857143,1
P003,2025-11-01,6,1017.78,169.63,200.0,Grocery,FreshKart,Central,Central,Web,Loyal,15.0,1,5.695,0.254,0.0120912547528517,11,5,1,1.0,1.0,2.857142857142857,6
P003,2025-11-15,1,119.29,119.29,200.0,Grocery,FreshKart,East,East,Mobile App,Regular,40.0,1,3.04,0.254,0.0120912547528517,11,5,1,6.0,4.0,2.4285714285714284,1
P003,2025-11-21,1,180.91,180.91,200.0,Grocery,FreshKart,North,North,Mobile App,Loyal,10.0,0,5.47,0.254,0.0120912547528517,11,4,0,1.0,1.0,2.4285714285714284,1
P003,2025-11-24,1,180.13,180.13,200.0,Grocery,FreshKart,North,North,Mobile App,Regular,10.0,0,2.81,0.254,0.0120912547528517,11,0,0,1.0,3.0,2.142857142857143,1
