order_id,product_id,date,quantity,price_order,base_price_order,total_amount,region,customer_id,discount_pct,payment_method,shipping_status,channel,is_weekend,month,anomaly_flag,anomaly_reason,promotion_flag,order_date,product_name,product_description,category,brand,base_price_product,price_product,margin_pct,launch_date,popularity_score,return_policy,faq_question,faq_answer,review,age,gender,location,region_customer,segment,purchase_frequency,signup_days,discount_sensitivity,preferred_channel,price,base_price,customer_region,order_region,order_day,order_month,order_weekday,year,month_period
O04183,P019,2025-01-01,1,780.24,1010.0,780.24,West,C0393,25,Cash on Delivery,Delivered,Mobile App,0,1,0,normal,1,2025-01-01,Britannia Grocery Product 019,Britannia Grocery Product 019 designed for reliable retail use.,Grocery,Britannia,1010.0,1010.0,0.086,2024-03-04 00:00:00,0.0073003802281368,15 days return,How long does delivery take?,Delivery usually takes 2 to 5 business days.,Average product but acceptable for the price.,42,Female,Surat,West,Premium,3.83,745,0.423,Mobile App,780.24,1010.0,West,West,1,1,2,2025,2025-01
O04226,P042,2025-01-01,4,2060.35,2160.0,8241.4,South,C0023,5,Cash on Delivery,Delivered,Mobile App,0,1,0,normal,0,2025-01-01,Prestige Home Product 042,Prestige Home Product 042 designed for reliable retail use.,Home,Prestige,2160.0,2160.0,0.282,2025-04-08 00:00:00,0.0109315589353612,No return on opened pack,Is this product eligible for return?,Warranty depends on category and seller policy.,Excellent customer experience and packaging.,23,Male,Chennai,South,Regular,1.73,47,0.649,Web,2060.35,2160.0,South,South,1,1,2,2025,2025-01
O04305,P017,2025-01-01,1,286.42,360.0,286.42,West,C0385,20,Credit Card,Delivered,Web,0,1,0,normal,1,2025-01-01,Loreal Beauty Product 017,Loreal Beauty Product 017 designed for reliable retail use.,Beauty,Loreal,360.0,360.0,0.156,2025-07-04 00:00:00,0.006444866920152,15 days return,Is this product eligible for return?,Delivery usually takes 2 to 5 business days.,Excellent customer experience and packaging.,18,Male,Ahmedabad,West,Regular,1.96,644,0.607,Mobile App,286.42,360.0,West,West,1,1,2,2025,2025-01
O04326,P064,2025-01-01,1,3717.29,3890.0,3717.29,West,C0084,5,Credit Card,Delivered,Web,0,1,0,normal,0,2025-01-01,Samsung Electronics Product 064,Samsung Electronics Product 064 designed for reliable retail use.,Electronics,Samsung,3890.0,3890.0,0.107,2024-09-06 00:00:00,0.01037072243346,15 days return,Is this product eligible for return?,Delivery usually takes 2 to 5 business days.,Fast delivery and product matched description.,28,Female,Nagpur,West,Premium,3.24,124,0.432,Mobile App,3717.29,3890.0,West,West,1,1,2,2025,2025-01
O04364,P080,2025-01-01,20,48395.1,19100.0,967902.0,North,C0169,15,UPI,Delivered,Web,0,1,1,high_value_order,1,2025-01-01,Philips Home Product 080,Philips Home Product 080 designed for reliable retail use.,Home,Philips,19100.0,19100.0,0.112,2024-10-22 00:00:00,0.0114733840304182,15 days return,Is this product eligible for return?,Returns are accepted if product is unused.,Excellent customer experience and packaging.,33,Male,Lucknow,North,Premium,5.15,725,0.25,Mobile App,48395.1,19100.0,North,North,1,1,2,2025,2025-01
O04375,P048,2025-01-01,2,2919.92,4210.0,5839.84,South,C0232,30,UPI,Delivered,Mobile App,0,1,0,normal,1,2025-01-01,H&M Fashion Product 048,H&M Fashion Product 048 designed for reliable retail use.,Fashion,H&M,4210.0,4210.0,0.28,2024-12-14 00:00:00,0.0125570342205323,7 days replacement,What is the warranty period?,COD may be available depending on region.,Good quality and value for money.,37,Male,Coimbatore,South,Premium,4.73,417,0.425,Mobile App,2919.92,4210.0,South,South,1,1,2,2025,2025-01
O04940,P003,2025-01-01,2,198.72,200.0,397.44,Central,C0038,0,Credit Card,Delivered,Mobile App,0,1,0,normal,0,2025-01-01,FreshKart Grocery Product 003,FreshKart Grocery Product 003 designed for reliable retail use.,Grocery,FreshKart,200.0,200.0,0.254,2024-08-29 00:00:00,0.0120912547528517,7 days replacement,Is this product eligible for return?,Returns are accepted if product is unused.,Good quality and value for money.,36,Female,Indore,Central,Premium,3.97,170,0.436,Web,198.72,200.0,Central,Central,1,1,2,2025,2025-01
O00023,P089,2025-01-02,1,149.11,150.0,149.11,Central,C0472,0,UPI,Delivered,Mobile App,0,1,0,normal,0,2025-01-02,Aashirvaad Grocery Product 089,Aashirvaad Grocery Product 089 designed for reliable retail use.,Grocery,Aashirvaad,150.0,150.0,0.291,2024-11-22 00:00:00,0.0112452471482889,7 days replacement,What is the warranty period?,Delivery usually takes 2 to 5 business days.,Fast delivery and product matched description.,37,Male,Indore,Central,Regular,2.23,873,0.661,Store,149.11,150.0,Central,Central,2,1,3,2025,2025-01
O00065,P019,2025-01-02,1,865.81,1010.0,865.81,North,C0223,15,UPI,Delivered,Mobile App,0,1,0,normal,1,2025-01-02,Britannia Grocery Product 019,Britannia Grocery Product 019 designed for reliable retail use.,Grocery,Britannia,1010.0,1010.0,0.086,2024-03-04 00:00:00,0.0073003802281368,15 days return,How long does delivery take?,Delivery usually takes 2 to 5 business days.,Average product but acceptable for the price.,30,Female,Gurgaon,North,Loyal,6.17,110,0.351,Mobile App,865.81,1010.0,North,North,2,1,3,2025,2025-01
O00387,P033,2025-01-02,1,103.28,130.0,103.28,South,C0243,20,Credit Card,Delivered,Web,0,1,0,normal,1,2025-01-02,FreshKart Grocery Product 033,FreshKart Grocery Product 033 designed for reliable retail use.,Grocery,FreshKart,130.0,130.0,0.221,2025-05-24 00:00:00,0.006796577946768,15 days return,What is the warranty period?,Returns are accepted if product is unused.,Fast delivery and product matched description.,40,Male,Chennai,South,Premium,4.54,664,0.322,Web,103.28,130.0,South,South,2,1,3,2025,2025-01
O00584,P042,2025-01-02,1,1812.8,2160.0,1812.8,South,C0162,15,UPI,Delivered,Mobile App,0,1,0,normal,1,2025-01-02,Prestige Home Product 042,Prestige Home Product 042 designed for reliable retail use.,Home,Prestige,2160.0,2160.0,0.282,2025-04-08 00:00:00,0.0109315589353612,No return on opened pack,Is this product eligible for return?,Warranty depends on category and seller policy.,Excellent customer experience and packaging.,47,Female,Hyderabad,South,Budget,1.38,328,0.789,Mobile App,1812.8,2160.0,South,South,2,1,3,2025,2025-01
O01582,P072,2025-01-02,2,1304.22,1740.0,2608.44,South,C0182,25,Cash on Delivery,Delivered,Store,0,1,0,normal,1,2025-01-02,Zara Fashion Product 072,Zara Fashion Product 072 designed for reliable retail use.,Fashion,Zara,1740.0,1740.0,0.256,2024-10-15 00:00:00,0.0153041825095057,10 days return,How long does delivery take?,COD may be available depending on region.,Average product but acceptable for the price.,35,Male,Chennai,South,Loyal,6.87,572,0.497,Mobile App,1304.22,1740.0,South,South,2,1,3,2025,2025-01
O02413,P051,2025-01-02,1,280.16,280.0,280.16,South,C0421,0,UPI,Delivered,Store,0,1,0,normal,0,2025-01-02,Nike Sports Product 051,Nike Sports Product 051 designed for reliable retail use.,Sports,Nike,280.0,280.0,0.251,2025-05-19 00:00:00,0.0103136882129277,10 days return,What is the warranty period?,Warranty depends on category and seller policy.,Excellent customer experience and packaging.,28,Male,Bengaluru,South,Regular,1.72,710,0.464,Mobile App,280.16,280.0,South,South,2,1,3,2025,2025-01
O02798,P076,2025-01-02,3,5756.27,6640.0,17268.81,East,C0319,15,Debit Card,Delivered,Mobile App,0,1,0,normal,1,2025-01-02,Yonex Sports Product 076,Yonex Sports Product 076 designed for reliable retail use.,Sports,Yonex,6640.0,6640.0,0.291,2024-03-23 00:00:00,0.0145342205323193,7 days replacement,How long does delivery take?,Returns are accepted if product is unused.,Average product but acceptable for the price.,18,Female,Ranchi,East,Regular,2.2,751,0.726,Mobile App,5756.27,6640.0,East,East,2,1,3,2025,2025-01
O02840,P041,2025-01-02,1,8641.69,9700.0,8641.69,Central,C0196,10,Net Banking,Delivered,Mobile App,0,1,0,normal,0,2025-01-02,Adidas Sports Product 041,Adidas Sports Product 041 designed for reliable retail use.,Sports,Adidas,9700.0,9700.0,0.165,2024-01-14 00:00:00,0.0104562737642585,No return on opened pack,Is this product eligible for return?,Delivery usually takes 2 to 5 business days.,Fast delivery and product matched description.,32,Female,Jabalpur,Central,Premium,3.74,424,0.227,Web,8641.69,9700.0,Central,Central,2,1,3,2025,2025-01
O03241,P063,2025-01-02,2,515.84,650.0,1031.68,East,C0258,20,UPI,Delivered,Web,0,1,0,normal,1,2025-01-02,Levis Fashion Product 063,Levis Fashion Product 063 designed for reliable retail use.,Fashion,Levis,650.0,650.0,0.234,2025-07-23 00:00:00,0.0164733840304182,7 days replacement,What is the warranty period?,Warranty depends on category and seller policy.,Fast delivery and product matched description.,36,Female,Kolkata,East,Premium,4.13,210,0.229,Mobile App,515.84,650.0,East,East,2,1,3,2025,2025-01
O03398,P011,2025-01-02,3,546.12,630.0,1638.36,Central,C0382,15,UPI,Shipped,Web,0,1,0,normal,1,2025-01-02,Maybelline Beauty Product 011,Maybelline Beauty Product 011 designed for reliable retail use.,Beauty,Maybelline,630.0,630.0,0.264,2025-01-17 00:00:00,0.0102376425855513,7 days replacement,Is this product eligible for return?,Warranty depends on category and seller policy.,Excellent customer experience and packaging.,37,Female,Indore,Central,Loyal,4.72,492,0.35,Mobile App,546.12,630.0,Central,Central,2,1,3,2025,2025-01
O03489,P011,2025-01-02,2,600.72,630.0,1201.44,North,C0265,5,UPI,Delivered,Web,0,1,0,normal,0,2025-01-02,Maybelline Beauty Product 011,Maybelline Beauty Product 011 designed for reliable retail use.,Beauty,Maybelline,630.0,630.0,0.264,2025-01-17 00:00:00,0.0102376425855513,7 days replacement,Is this product eligible for return?,Warranty depends on category and seller policy.,Excellent customer experience and packaging.,22,Male,Lucknow,North,Budget,1.39,701,0.849,Mobile App,600.72,630.0,North,North,2,1,3,2025,2025-01
O03915,P071,2025-01-02,3,1456.86,1600.0,4370.58,West,C0314,10,UPI,Shipped,Web,0,1,0,normal,0,2025-01-02,Philips Home Product 071,Philips Home Product 071 designed for reliable retail use.,Home,Philips,1600.0,1600.0,0.327,2025-05-27 00:00:00,0.0138307984790874,15 days return,Is cash on delivery available?,Returns are accepted if product is unused.,Fast delivery and product matched description.,41,Female,Ahmedabad,West,Premium,4.6,851,0.406,Mobile App,1456.86,1600.0,West,West,2,1,3,2025,2025-01
O03932,P079,2025-01-02,2,343.8,340.0,687.6,East,C0415,0,Net Banking,Shipped,Mobile App,0,1,0,normal,0,2025-01-02,Britannia Grocery Product 079,Britannia Grocery Product 079 designed for reliable retail use.,Grocery,Britannia,340.0,340.0,0.296,2024-11-06 00:00:00,0.0097433460076045,15 days return,Is cash on delivery available?,Delivery usually takes 2 to 5 business days.,Average product but acceptable for the price.,40,Female,Ranchi,East,Regular,1.5,795,0.6,Web,343.8,340.0,East,East,2,1,3,2025,2025-01
O04297,P095,2025-01-02,1,3998.63,4880.0,3998.63,North,C0395,15,Debit Card,Delivered,Mobile App,0,1,0,normal,1,2025-01-02,H&M Fashion Product 095,H&M Fashion Product 095 designed for reliable retail use.,Fashion,H&M,4880.0,4880.0,0.296,2025-08-03 00:00:00,0.0072528517110266,15 days return,Is cash on delivery available?,COD may be available depending on region.,Good quality and value for money.,44,Female,Jaipur,North,Loyal,5.95,131,0.412,Web,3998.63,4880.0,North,North,2,1,3,2025,2025-01
O04580,P100,2025-01-02,15,236.0,590.0,3540.0,East,C0121,60,Net Banking,Delivered,Mobile App,0,1,1,very_high_discount_and_quantity,1,2025-01-02,Philips Home Product 100,Philips Home Product 100 designed for reliable retail use.,Home,Philips,590.0,590.0,0.272,2024-02-02 00:00:00,0.0090684410646387,7 days replacement,Is cash on delivery available?,COD may be available depending on region.,Excellent customer experience and packaging.,28,Male,Ranchi,East,Loyal,3.8,378,0.342,Mobile App,236.0,590.0,East,East,2,1,3,2025,2025-01
O04756,P007,2025-01-02,2,1554.59,1540.0,3109.18,East,C0445,0,Cash on Delivery,Cancelled,Store,0,1,0,normal,0,2025-01-02,Sony Electronics Product 007,Sony Electronics Product 007 designed for reliable retail use.,Electronics,Sony,1540.0,1540.0,0.281,2024-08-07 00:00:00,0.0109410646387832,7 days replacement,How long does delivery take?,Warranty depends on category and seller policy.,Average product but acceptable for the price.,39,Female,Kolkata,East,Premium,4.64,567,0.407,Mobile App,1554.59,1540.0,East,East,2,1,3,2025,2025-01
O00031,P006,2025-01-03,2,4629.34,6050.0,9258.68,Central,C0066,25,Cash on Delivery,Delivered,Mobile App,0,1,0,normal,1,2025-01-03,Decathlon Sports Product 006,Decathlon Sports Product 006 designed for reliable retail use.,Sports,Decathlon,6050.0,6050.0,0.206,2025-08-05 00:00:00,0.0083365019011406,15 days return,Is this product eligible for return?,Returns are accepted if product is unused.,Average product but acceptable for the price.,26,Other,Raipur,Central,Loyal,4.5,462,0.448,Mobile App,4629.34,6050.0,Central,Central,3,1,4,2025,2025-01
O01233,P026,2025-01-03,3,84.09,100.0,252.27,North,C0345,15,UPI,Delivered,Mobile App,0,1,0,normal,1,2025-01-03,Tata Grocery Product 026,Tata Grocery Product 026 designed for reliable retail use.,Grocery,Tata,100.0,100.0,0.285,2024-07-02 00:00:00,0.0046958174904942,10 days return,What is the warranty period?,COD may be available depending on region.,Excellent customer experience and packaging.,52,Female,Gurgaon,North,Regular,1.36,102,0.46,Store,84.09,100.0,North,North,3,1,4,2025,2025-01
O01515,P058,2025-01-03,2,739.98,890.0,1479.96,North,C0098,15,UPI,Delivered,Mobile App,0,1,0,normal,1,2025-01-03,Godrej Home Product 058,Godrej Home Product 058 designed for reliable retail use.,Home,Godrej,890.0,890.0,0.164,2024-02-09 00:00:00,0.0152566539923954,15 days return,What is the warranty period?,Warranty depends on category and seller policy.,Fast delivery and product matched description.,44,Female,Jaipur,North,Loyal,6.1,108,0.433,Mobile App,739.98,890.0,North,North,3,1,4,2025,2025-01
O02402,P078,2025-01-03,4,946.11,980.0,3784.44,Central,C0391,5,UPI,Delivered,Mobile App,0,1,0,normal,0,2025-01-03,Philips Home Product 078,Philips Home Product 078 designed for reliable retail use.,Home,Philips,980.0,980.0,0.235,2024-02-27 00:00:00,0.0133460076045627,7 days replacement,Is cash on delivery available?,COD may be available depending on region.,Good quality and value for money.,42,Female,Jabalpur,Central,Regular,1.66,867,0.713,Store,946.11,980.0,Central,Central,3,1,4,2025,2025-01
O02846,P085,2025-01-03,2,5451.26,6100.0,10902.52,North,C0230,10,Debit Card,Delivered,Store,0,1,0,normal,0,2025-01-03,Nike Sports Product 085,Nike Sports Product 085 designed for reliable retail use.,Sports,Nike,6100.0,6100.0,0.182,2025-01-26 00:00:00,0.0123193916349809,10 days return,Is cash on delivery available?,Returns are accepted if product is unused.,Fast delivery and product matched description.,52,Female,Jaipur,North,Premium,3.91,447,0.428,Mobile App,5451.26,6100.0,North,North,3,1,4,2025,2025-01
O03403,P078,2025-01-03,4,729.9,980.0,2919.6,North,C0293,25,Credit Card,Delivered,Web,0,1,0,normal,1,2025-01-03,Philips Home Product 078,Philips Home Product 078 designed for reliable retail use.,Home,Philips,980.0,980.0,0.235,2024-02-27 00:00:00,0.0133460076045627,7 days replacement,Is cash on delivery available?,COD may be available depending on region.,Good quality and value for money.,31,Male,Delhi,North,Premium,3.1,458,0.263,Web,729.9,980.0,North,North,3,1,4,2025,2025-01
O03938,P029,2025-01-03,1,410.67,480.0,410.67,South,C0082,15,Debit Card,Delivered,Mobile App,0,1,0,normal,1,2025-01-03,AllenSolly Fashion Product 029,AllenSolly Fashion Product 029 designed for reliable retail use.,Fashion,AllenSolly,480.0,480.0,0.239,2025-04-21 00:00:00,0.0143726235741444,7 days replacement,Is this product eligible for return?,Returns are accepted if product is unused.,Excellent customer experience and packaging.,38,Other,Bengaluru,South,Budget,0.73,684,0.929,Mobile App,410.67,480.0,South,South,3,1,4,2025,2025-01
O04149,P088,2025-01-03,5,986.03,1050.0,4930.15,Central,C0038,5,UPI,Delivered,Mobile App,0,1,0,normal,0,2025-01-03,Britannia Grocery Product 088,Britannia Grocery Product 088 designed for reliable retail use.,Grocery,Britannia,1050.0,1050.0,0.204,2024-01-08 00:00:00,0.0053422053231939,No return on opened pack,How long does delivery take?,Delivery usually takes 2 to 5 business days.,Fast delivery and product matched description.,36,Female,Indore,Central,Premium,3.97,170,0.436,Web,986.03,1050.0,Central,Central,3,1,4,2025,2025-01
O04208,P028,2025-01-03,1,4341.4,4650.0,4341.4,East,C0115,5,UPI,Delivered,Mobile App,0,1,0,normal,0,2025-01-03,Samsung Electronics Product 028,Samsung Electronics Product 028 designed for reliable retail use.,Electronics,Samsung,4650.0,4650.0,0.213,2025-01-24 00:00:00,0.0102376425855513,10 days return,What is the warranty period?,Warranty depends on category and seller policy.,Excellent customer experience and packaging.,40,Female,Ranchi,East,Premium,3.92,629,0.345,Web,4341.4,4650.0,East,East,3,1,4,2025,2025-01
O04939,P079,2025-01-03,1,341.69,340.0,341.69,West,C0289,0,UPI,Delivered,Web,0,1,0,normal,0,2025-01-03,Britannia Grocery Product 079,Britannia Grocery Product 079 designed for reliable retail use.,Grocery,Britannia,340.0,340.0,0.296,2024-11-06 00:00:00,0.0097433460076045,15 days return,Is cash on delivery available?,Delivery usually takes 2 to 5 business days.,Average product but acceptable for the price.,35,Female,Surat,West,Loyal,3.73,777,0.562,Mobile App,341.69,340.0,West,West,3,1,4,2025,2025-01
O00488,P010,2025-01-04,2,1563.68,1990.0,3127.36,South,C0335,20,UPI,Delivered,Mobile App,1,1,0,normal,1,2025-01-04,Nivea Beauty Product 010,Nivea Beauty Product 010 designed for reliable retail use.,Beauty,Nivea,1990.0,1990.0,0.305,2024-09-19 00:00:00,0.0113117870722433,10 days return,What is the warranty period?,Warranty depends on category and seller policy.,Fast delivery and product matched description.,25,Female,Kochi,South,Budget,1.09,292,0.825,Store,1563.68,1990.0,South,South,4,1,5,2025,2025-01
O00823,P069,2025-01-04,1,395.21,470.0,395.21,East,C0163,15,Net Banking,Delivered,Web,1,1,0,normal,1,2025-01-04,AllenSolly Fashion Product 069,AllenSolly Fashion Product 069 designed for reliable retail use.,Fashion,AllenSolly,470.0,470.0,0.193,2024-12-28 00:00:00,0.0036596958174904,10 days return,Is cash on delivery available?,Returns are accepted if product is unused.,Good quality and value for money.,47,Female,Patna,East,Premium,4.84,88,0.276,Store,395.21,470.0,East,East,4,1,5,2025,2025-01
O00977,P082,2025-01-04,2,4659.17,5730.0,9318.34,South,C0375,20,Credit Card,Cancelled,Web,1,1,0,normal,1,2025-01-04,Nike Fashion Product 082,Nike Fashion Product 082 designed for reliable retail use.,Fashion,Nike,5730.0,5730.0,0.153,2025-02-06 00:00:00,0.0102851711026615,15 days return,Is this product eligible for return?,Delivery usually takes 2 to 5 business days.,Average product but acceptable for the price.,50,Male,Coimbatore,South,Premium,3.74,568,0.203,Mobile App,4659.17,5730.0,South,South,4,1,5,2025,2025-01
O01108,P025,2025-01-04,3,180692.6,36430.0,542077.8,North,C0119,0,Debit Card,Delivered,Mobile App,1,1,1,unusual_price_spike,0,2025-01-04,HP Electronics Product 025,HP Electronics Product 025 designed for reliable retail use.,Electronics,HP,36430.0,36430.0,0.135,2025-03-08 00:00:00,0.0123003802281368,7 days replacement,Is cash on delivery available?,Returns are accepted if product is unused.,Fast delivery and product matched description.,44,Male,Noida,North,Budget,0.42,661,0.794,Web,180692.6,36430.0,North,North,4,1,5,2025,2025-01
O01456,P074,2025-01-04,3,2518.59,2940.0,7555.77,Central,C0058,15,UPI,Delivered,Web,1,1,0,normal,1,2025-01-04,Zara Fashion Product 074,Zara Fashion Product 074 designed for reliable retail use.,Fashion,Zara,2940.0,2940.0,0.246,2025-03-16 00:00:00,0.0088688212927756,7 days replacement,Is cash on delivery available?,Returns are accepted if product is unused.,Average product but acceptable for the price.,43,Male,Jabalpur,Central,Regular,1.13,592,0.638,Mobile App,2518.59,2940.0,Central,Central,4,1,5,2025,2025-01
O01542,P084,2025-01-04,1,188.04,210.0,188.04,South,C0394,10,Net Banking,Delivered,Web,1,1,0,normal,0,2025-01-04,Britannia Grocery Product 084,Britannia Grocery Product 084 designed for reliable retail use.,Grocery,Britannia,210.0,210.0,0.229,2025-07-15 00:00:00,0.0144391634980988,10 days return,What is the warranty period?,COD may be available depending on region.,Average product but acceptable for the price.,48,Female,Coimbatore,South,Regular,2.76,438,0.478,Mobile App,188.04,210.0,South,South,4,1,5,2025,2025-01
O01585,P010,2025-01-04,2,1566.11,1990.0,3132.22,West,C0338,20,Credit Card,Delivered,Mobile App,1,1,0,normal,1,2025-01-04,Nivea Beauty Product 010,Nivea Beauty Product 010 designed for reliable retail use.,Beauty,Nivea,1990.0,1990.0,0.305,2024-09-19 00:00:00,0.0113117870722433,10 days return,What is the warranty period?,Warranty depends on category and seller policy.,Fast delivery and product matched description.,44,Male,Pune,West,Regular,1.45,703,0.577,Store,1566.11,1990.0,West,West,4,1,5,2025,2025-01
O01651,P043,2025-01-04,1,6284.4,6500.0,6284.4,North,C0255,5,UPI,Delivered,Mobile App,1,1,0,normal,0,2025-01-04,AllenSolly Fashion Product 043,AllenSolly Fashion Product 043 designed for reliable retail use.,Fashion,AllenSolly,6500.0,6500.0,0.113,2024-02-10 00:00:00,0.0049524714828897,7 days replacement,What is the warranty period?,Warranty depends on category and seller policy.,Good quality and value for money.,22,Male,Noida,North,Loyal,5.65,63,0.467,Web,6284.4,6500.0,North,North,4,1,5,2025,2025-01
O02152,P055,2025-01-04,1,447.45,470.0,447.45,Central,C0312,5,Credit Card,Cancelled,Store,1,1,0,normal,0,2025-01-04,FreshKart Grocery Product 055,FreshKart Grocery Product 055 designed for reliable retail use.,Grocery,FreshKart,470.0,470.0,0.181,2025-07-09 00:00:00,0.0077471482889733,10 days return,Is cash on delivery available?,Returns are accepted if product is unused.,Average product but acceptable for the price.,24,Female,Raipur,Central,Loyal,6.67,138,0.393,Mobile App,447.45,470.0,Central,Central,4,1,5,2025,2025-01
